State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,Literacy_Rate,Male_Literacy_Rate,Sex_Ratio,Female_Literacy_Rate,Literacy_Gender_Gap,Low_Income,Middle_Income,High_Income,Worker_Participation_Rate,Male_Worker_Participation_Rate,Female_Worker_Participation_Rate,Electrification_Rate,Internet_Access_Rate,Computer_Access_Rate,Youth_Population_Percent,Middle_Age_Population_Percent,Senior_Population_Percent,Below_Primary_Education_Rate,Literate_Education_Rate,Illiteracy_Rate
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,UTTAR PRADESH,1656616,881776,774840,1017087,603596,413491,524676,430934,93742,129517,51330,1375788,273967,1263,504,2033,606,61491,2488,18082,237853,283674,263749,175582,107628,95072,1170752,543034,1730,61.0,68.0,878.7265700132459,53.0,15.0,325,987,323,32.0,49.0,12.0,4.0,0.0,1.0,65.0,22.0,13.0,14.0,71.0,33.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,UTTAR PRADESH,1796184,963255,832929,1170243,692964,477279,628864,493991,134873,234069,20783,1612968,176327,1300,478,819,155,49753,2682,25354,235341,344866,341845,223529,157167,97740,1406418,475166,2056,65.0,72.0,864.7024931093013,57.0,15.0,343,1251,299,35.0,51.0,16.0,3.0,0.0,1.0,61.0,23.0,15.0,13.0,78.0,26.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,UTTAR PRADESH,1599596,838485,761111,813424,507279,306145,639086,402644,236442,321410,30491,1372381,220423,2225,522,687,545,43753,1503,15029,184229,253910,180825,146757,89011,45341,905188,670750,1645,51.0,60.0,907.7216646690161,40.0,20.0,312,970,269,40.0,48.0,31.0,3.0,0.0,1.0,65.0,21.0,13.0,12.0,57.0,42.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,UTTAR PRADESH,3564544,1818055,1746489,1954820,1183722,771098,1116973,804857,312116,528388,57049,2928462,620244,5006,767,4619,383,127331,3486,35931,836856,424892,367405,249265,170911,119625,2180924,1550315,3704,55.0,65.0,960.6359543578164,44.0,21.0,692,2210,582,31.0,44.0,18.0,4.0,0.0,1.0,63.0,22.0,14.0,23.0,61.0,43.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,UTTAR PRADESH,1221592,641011,580581,641191,397586,243605,503351,326783,176568,131354,14882,1163804,33724,1351,1034,69,20390,77082,1079,9906,185575,202692,154118,61543,32237,34658,674358,509536,1287,52.0,62.0,905.727046805749,42.0,20.0,239,743,229,41.0,51.0,30.0,6.0,0.0,1.0,65.0,22.0,13.0,15.0,55.0,42.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,UTTAR PRADESH,4589838,2394476,2195362,3127260,1742440,1384820,1542806,1226399,316407,203029,99863,3537787,985070,20493,23883,3877,4975,582769,68506,152257,489898,554301,552171,428121,378742,639260,3094625,1146880,7486,68.0,73.0,916.8444369457034,63.0,10.0,603,4066,1990,34.0,51.0,14.0,13.0,1.0,3.0,58.0,25.0,15.0,11.0,67.0,25.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,UTTAR PRADESH,875958,466358,409600,488106,302283,185823,349676,237153,112523,130422,13523,815142,57454,965,389,94,234,42936,1316,11298,119002,141201,131165,60400,33810,37165,526669,403649,904,56.0,65.0,878.2952152638102,45.0,20.0,161,514,169,40.0,51.0,27.0,5.0,0.0,1.0,60.0,23.0,16.0,14.0,60.0,46.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,UTTAR PRADESH,1868529,993377,875152,1203885,712110,491775,560840,466067,94773,137174,24784,1746649,100723,1729,475,8814,4161,79022,2642,24451,234774,353287,319158,230731,144516,111696,1406443,519493,1998,64.0,72.0,880.986775413564,56.0,16.0,372,1149,369,30.0,47.0,11.0,4.0,0.0,1.0,64.0,22.0,14.0,13.0,75.0,28.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,UTTAR PRADESH,2547184,1367125,1180059,1507746,943346,564400,840939,635142,205797,179248,44453,2310776,216933,3179,2872,883,2056,281239,8726,37596,303291,420976,344961,233264,155937,103102,1571793,691359,3025,59.0,69.0,863.1683276949803,48.0,21.0,429,1769,538,33.0,46.0,17.0,11.0,0.0,1.0,63.0,21.0,13.0,12.0,62.0,27.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,UTTAR PRADESH,2205968,1114709,1091259,1363044,773082,589962,696747,475413,221334,212343,118614,1769937,428555,2109,340,564,155,149908,2656,26716,344570,410737,320743,256784,209493,150462,1708560,659237,2693,62.0,69.0,978.9631195226737,54.0,15.0,402,1607,420,32.0,43.0,20.0,7.0,0.0,1.0,64.0,21.0,15.0,16.0,77.0,30.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,UTTAR PRADESH,3443689,1825743,1617946,2141488,1254520,886968,1090539,898810,191729,153995,63096,2183255,1185643,10582,24912,1855,18544,425624,23717,69473,412280,495861,469403,359944,254337,275076,2302997,990312,4953,62.0,69.0,886.1849668874535,55.0,14.0,563,2858,964,32.0,49.0,12.0,12.0,1.0,2.0,63.0,23.0,13.0,12.0,67.0,29.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,UTTAR PRADESH,2496970,1312302,1184668,1428683,865837,562846,881996,613061,268935,334372,80246,2292534,195765,2373,1133,341,701,145997,4447,24518,361642,421577,340261,232189,177109,140668,1691126,868542,2875,57.0,66.0,902.7403753099516,48.0,18.0,489,1703,473,35.0,47.0,23.0,6.0,0.0,1.0,64.0,22.0,14.0,14.0,68.0,35.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,UTTAR PRADESH,4772006,2503186,2268820,2263848,1357435,906413,1417811,1193439,224372,338384,88733,2488265,2248392,13157,7555,1260,2426,281758,11690,61846,635957,725118,492338,296210,186311,186489,2545795,2097292,5452,47.0,54.0,906.3729183528511,40.0,14.0,829,3125,1019,30.0,48.0,10.0,6.0,0.0,1.0,66.0,21.0,11.0,13.0,53.0,44.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,UTTAR PRADESH,4143512,2193434,1950078,2417339,1448528,968811,1291644,1081569,210075,323641,45952,2382914,1711453,6495,18601,1516,16345,368153,10077,56149,826387,780470,531913,281747,148770,98691,2673586,1431537,4871,58.0,66.0,889.0525085322831,50.0,16.0,769,2813,881,31.0,49.0,11.0,9.0,0.0,1.0,64.0,22.0,13.0,20.0,65.0,35.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,UTTAR PRADESH,2031007,1072002,959005,1061095,654290,406805,618605,534939,83666,224192,22782,1449007,489686,3510,84787,360,138,83006,2870,18097,294135,281158,240057,117838,77602,66129,1086632,977839,2125,52.0,61.0,894.5925474019638,42.0,19.0,401,1212,391,30.0,50.0,9.0,4.0,0.0,1.0,65.0,22.0,13.0,14.0,54.0,48.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,RAJASTHAN,867848,437744,430104,401515,250122,151393,481294,251691,229603,96815,5516,827293,25597,358,72,32,14077,71612,716,5961,142397,111276,70969,35206,21854,19109,402948,488621,2829,46.0,57.0,982.5468767133302,35.0,22.0,299,1649,530,55.0,57.0,53.0,8.0,0.0,1.0,63.0,24.0,13.0,16.0,46.0,56.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,UTTAR PRADESH,3209141,1606085,1603056,1931559,1121381,810178,1066601,704569,362032,386563,68642,2731351,452394,3920,1451,7795,746,140538,5149,34400,427626,558350,456752,332742,238011,197846,2231374,1059636,3639,60.0,70.0,998.1140475130519,51.0,19.0,602,2229,514,33.0,44.0,23.0,4.0,0.0,1.0,62.0,22.0,15.0,13.0,70.0,33.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,UTTAR PRADESH,3405559,1752542,1653017,1965843,1165965,799878,1204710,867393,337317,507882,60774,2975998,413243,3634,2424,722,397,247856,5184,34788,540661,538301,477689,270775,182823,153041,2178952,1286726,3812,58.0,67.0,943.2110614182142,48.0,19.0,647,2283,594,35.0,49.0,20.0,7.0,0.0,1.0,62.0,23.0,15.0,16.0,64.0,38.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,UTTAR PRADESH,2335819,1223889,1111930,1043666,630408,413258,737261,609693,127568,230238,54238,1073890,1181337,9201,65316,384,1307,131112,3847,25960,278477,374898,171242,85117,51703,43839,1008445,1235413,2545,45.0,52.0,908.5219329530701,37.0,15.0,461,1439,473,32.0,50.0,11.0,6.0,0.0,1.0,67.0,21.0,11.0,12.0,43.0,53.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,UTTAR PRADESH,3466382,1834106,1632276,2077108,1220114,856994,1037344,911136,126208,273050,34032,1966892,1454052,6523,18627,1937,10208,404499,9699,38816,474060,600668,431491,256510,163463,154153,2090428,1279517,4029,60.0,67.0,889.9572870924582,53.0,14.0,612,2349,708,30.0,50.0,8.0,12.0,0.0,1.0,64.0,22.0,13.0,14.0,60.0,37.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,UTTAR PRADESH,1715183,869656,845527,954949,567098,387851,539469,383482,155987,241825,28884,1300586,404410,1766,447,4393,95,79525,2031,19729,341757,290532,205875,129442,86528,63506,1126522,683053,1850,56.0,65.0,972.2545466253323,46.0,19.0,340,1100,294,31.0,44.0,18.0,5.0,0.0,1.0,65.0,21.0,15.0,20.0,66.0,40.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,UTTAR PRADESH,3006538,1606403,1400135,1490930,915142,575788,892214,783313,108901,275192,31141,2412595,527581,4630,51090,2312,301,115163,3889,27533,451571,476064,315873,158430,96308,87355,1594486,1324615,3441,50.0,57.0,871.5963553354917,41.0,16.0,600,1984,611,30.0,49.0,8.0,4.0,0.0,1.0,65.0,22.0,12.0,15.0,53.0,44.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,UTTAR PRADESH,4483992,2375264,2108728,2283733,1397702,886031,1422602,1171252,251350,473554,70971,3555450,893725,6579,11611,2663,1410,102040,3874,34609,714304,656401,482220,221898,136383,127750,2347731,2141696,4535,51.0,59.0,887.7867891737508,42.0,17.0,888,2610,821,32.0,49.0,12.0,2.0,0.0,1.0,64.0,22.0,13.0,16.0,52.0,48.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,UTTAR PRADESH,1862559,971344,891215,985708,601988,383720,730399,463611,266788,371261,29417,1738769,103567,3963,1649,1747,487,95582,5149,25220,306218,297226,212565,120822,82614,63846,1092648,745126,2337,53.0,62.0,917.5070829695761,43.0,19.0,323,1405,362,39.0,48.0,30.0,5.0,0.0,1.0,65.0,22.0,13.0,16.0,59.0,40.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,UTTAR PRADESH,3797117,1914586,1882531,2239902,1300248,939654,1242632,869838,372794,501634,85785,3119590,650261,4453,1629,9989,426,233701,5956,44008,460210,637015,526973,306046,188848,176414,2310783,1118891,4190,59.0,68.0,983.2574770733726,50.0,18.0,730,2534,624,33.0,45.0,20.0,6.0,0.0,1.0,63.0,22.0,15.0,12.0,61.0,29.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,UTTAR PRADESH,3108367,1630087,1478280,1773584,1053063,720521,1124744,851014,273730,332663,49243,2732016,363453,3574,1204,920,240,99466,3476,28719,501457,512965,415378,240024,136688,101934,1915619,1130103,3620,57.0,65.0,906.8718418096703,49.0,16.0,602,2135,597,36.0,52.0,19.0,3.0,0.0,1.0,61.0,23.0,15.0,16.0,62.0,36.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,UTTAR PRADESH,3676841,1921857,1754984,2403903,1389116,1014787,1220708,921234,299474,182146,168764,3107681,546987,7696,3309,1146,1898,336056,19214,57583,467782,608174,557052,447926,351391,281652,2748818,906367,5059,65.0,72.0,913.1709591296334,58.0,14.0,616,2934,997,33.0,48.0,17.0,9.0,1.0,2.0,61.0,23.0,14.0,13.0,75.0,25.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,UTTARAKHAND,622506,291081,331425,436497,231604,204893,298211,142460,155751,10274,4312,611250,7752,1895,256,201,31,109876,1830,9858,90864,120029,115810,76148,53026,37742,495882,109556,742,70.0,80.0,1138.6005957104724,62.0,18.0,131,434,111,48.0,49.0,47.0,18.0,0.0,2.0,56.0,23.0,21.0,15.0,80.0,18.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,UTTARAKHAND,259898,124326,135572,179483,97546,81937,123638,58708,64930,8985,2991,257509,1440,397,46,102,7,47083,435,3595,38113,47788,50340,31224,20785,10900,199825,49539,281,69.0,78.0,1090.4557373357143,60.0,18.0,53,167,36,48.0,47.0,48.0,18.0,0.0,1.0,57.0,23.0,20.0,15.0,77.0,19.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,UTTARAKHAND,391605,193991,197614,280556,155395,125161,180940,93832,87108,3845,5384,385818,4395,428,323,190,11,71524,899,5582,47447,68435,67519,47703,32557,27168,293196,61950,467,72.0,80.0,1018.6761241500894,63.0,17.0,78,273,69,46.0,48.0,44.0,18.0,0.0,1.0,59.0,24.0,17.0,12.0,75.0,16.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,UTTARAKHAND,259648,131125,128523,177726,102015,75711,99566,60427,39139,4032,1570,249563,8693,870,336,24,28,37725,548,3159,36127,48093,45766,23610,18360,15110,188383,62429,309,68.0,78.0,980.1563393708293,59.0,19.0,52,181,40,38.0,46.0,30.0,15.0,0.0,1.0,60.0,23.0,16.0,14.0,73.0,24.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,UTTARAKHAND,483439,239306,244133,345550,189623,155927,216490,113539,102951,5432,6055,475105,6015,1401,260,185,13,95421,1344,7932,63591,87585,90983,56591,42086,28375,371448,88036,631,71.0,79.0,1020.1708273089685,64.0,15.0,105,366,93,45.0,47.0,42.0,20.0,0.0,2.0,57.0,24.0,19.0,13.0,77.0,18.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,UTTARAKHAND,618931,297986,320945,407994,227406,180588,280442,140821,139621,8129,4021,609835,7374,656,290,32,91,117239,1366,7831,72163,103462,95417,74008,58434,30704,436261,133013,743,66.0,76.0,1077.047243830247,56.0,20.0,129,433,108,45.0,47.0,44.0,19.0,0.0,1.0,60.0,23.0,18.0,12.0,70.0,21.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,UTTARAKHAND,1648902,858783,790119,1037839,598525,439314,591458,444578,146880,165250,26396,1104452,372267,6064,162768,505,738,254802,7883,28053,179602,302653,232381,169274,113661,111062,1120419,438598,1805,63.0,70.0,920.0449939041644,56.0,14.0,280,1018,314,36.0,52.0,19.0,15.0,0.0,2.0,63.0,24.0,13.0,11.0,68.0,27.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,UTTARAKHAND,330086,168597,161489,215126,128237,86889,157276,84265,73011,4387,3122,324859,3554,353,167,563,74,52621,602,4104,43442,46625,47640,30901,24989,18882,213460,83896,356,65.0,76.0,957.8402937181563,54.0,22.0,73,199,60,48.0,50.0,45.0,16.0,0.0,1.0,61.0,23.0,16.0,13.0,65.0,25.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,WEST BENGAL,3596674,1838095,1758579,2232992,1299337,933655,1466220,1050822,415398,647374,61386,3033581,290450,3865,386,260,2904,334670,4273,34128,450029,545200,686924,261478,143882,133465,2241357,1417787,3959,62.0,71.0,956.7399943963724,53.0,18.0,818,2469,526,41.0,57.0,24.0,9.0,0.0,1.0,54.0,28.0,18.0,13.0,62.0,39.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,WEST BENGAL,7717563,3966889,3750674,5247208,2918040,2329168,2911251,2293083,618168,973182,124558,6008472,1599764,21220,16675,1602,1674,1049943,32323,141387,800473,1437198,1605634,698251,405935,439823,5449930,2196886,13547,68.0,74.0,945.4950718308478,62.0,12.0,1379,6838,3443,38.0,58.0,16.0,14.0,0.0,2.0,54.0,29.0,17.0,10.0,71.0,28.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,WEST BENGAL,3502404,1790920,1711484,2158447,1201481,956966,1331603,1029770,301833,611510,65062,2181515,1298054,10906,582,258,1152,333752,5210,39636,417769,661190,622372,245201,122865,115743,2200345,1346802,3911,62.0,67.0,955.6451432783151,56.0,11.0,791,2399,551,38.0,57.0,18.0,10.0,0.0,1.0,57.0,27.0,15.0,12.0,63.0,38.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,WEST BENGAL,1676276,857199,819077,1083685,596474,487211,702987,499560,203427,279932,32290,1232850,412788,24794,276,148,323,168069,2518,24318,247675,323965,327064,135556,63286,52345,1155081,534394,2039,65.0,70.0,955.5272462987008,59.0,11.0,429,1222,232,42.0,58.0,25.0,10.0,0.0,1.0,56.0,28.0,16.0,15.0,69.0,32.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,WEST BENGAL,1846823,937259,909564,1315585,717673,597912,683726,479586,204140,66041,16579,1366681,105086,141848,2032,209240,1840,297176,10943,38065,183479,344865,402415,176129,113905,110193,1343837,415353,3146,71.0,77.0,970.4510706218879,66.0,11.0,366,1591,812,37.0,51.0,22.0,16.0,1.0,2.0,56.0,28.0,16.0,10.0,73.0,22.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,WEST BENGAL,4850029,2500819,2349210,3605206,1942824,1662382,1819845,1498170,321675,181662,297774,3535844,1270641,8666,4380,1258,9699,796953,30751,99261,516323,1059842,1084155,446743,284481,304594,3733165,926661,9414,74.0,78.0,939.3762603371135,71.0,7.0,760,4559,2504,38.0,60.0,14.0,16.0,1.0,2.0,53.0,29.0,17.0,11.0,77.0,19.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,WEST BENGAL,5519145,2814653,2704492,4078388,2211777,1866611,2152870,1713608,439262,583380,111828,4574569,870204,7300,2662,1730,2160,965258,31725,118459,676265,1172797,1174912,515807,333658,380060,4297751,1180806,9450,74.0,79.0,960.8616053204428,69.0,10.0,1048,4882,2227,39.0,61.0,16.0,17.0,1.0,2.0,50.0,31.0,19.0,12.0,78.0,21.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,WEST BENGAL,3872846,1983064,1889782,2498780,1396622,1102158,1512910,1091361,421549,349672,30090,3156781,445817,186279,2994,50676,1461,382500,9322,48818,455854,765613,814395,292056,150360,129393,2626587,1203423,5160,65.0,70.0,952.9606709617037,58.0,12.0,863,2947,846,39.0,55.0,22.0,10.0,0.0,1.0,58.0,27.0,15.0,12.0,68.0,31.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,WEST BENGAL,4496694,2356766,2139928,3588137,1926915,1661222,1795740,1412466,383274,12388,68438,3440290,926414,39758,13849,4771,21178,927602,136618,252644,255171,597841,820902,555529,425245,691804,3436193,410988,16375,80.0,82.0,907.9934113102446,78.0,4.0,363,5979,7767,40.0,60.0,18.0,21.0,3.0,6.0,45.0,32.0,23.0,6.0,76.0,9.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,WEST BENGAL,3988845,2051541,1937304,2086432,1152019,934413,1537847,1086461,451386,545759,196687,1914352,2045151,13209,747,359,639,297716,5357,63525,478902,629137,595551,238078,109719,92207,2161924,1960034,4191,52.0,56.0,944.3164918468605,48.0,8.0,946,2597,464,39.0,53.0,23.0,7.0,0.0,2.0,63.0,24.0,13.0,12.0,54.0,49.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,WEST BENGAL,7103807,3627564,3476243,4055834,2177187,1878647,2589907,1985667,604240,842294,466007,2359061,4707573,18102,766,348,3037,541169,7951,79729,837828,1428661,1210859,443254,230242,170051,4346870,3031841,8088,57.0,60.0,958.2857807608632,54.0,6.0,1645,4762,1018,36.0,55.0,17.0,8.0,0.0,1.0,62.0,24.0,14.0,12.0,61.0,43.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,WEST BENGAL,5167600,2653768,2513832,3480555,1878866,1601689,1842607,1554090,288517,556134,169138,3728482,1382682,33835,849,514,281,623729,12787,77210,605490,1093403,1052487,412193,236828,209562,3635454,1570127,7048,67.0,71.0,947.268939862113,64.0,7.0,1160,3949,1236,36.0,59.0,11.0,12.0,0.0,1.0,53.0,29.0,18.0,12.0,70.0,30.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,WEST BENGAL,2930115,1496996,1433119,1624905,1002058,622847,1249642,801254,448388,492205,87560,2373120,227249,8646,622,209,3052,189889,3551,32862,299355,480046,528068,177459,91807,77621,1664428,1272799,3309,55.0,67.0,957.3298793049547,43.0,24.0,640,2002,474,43.0,54.0,31.0,6.0,0.0,1.0,57.0,26.0,17.0,10.0,57.0,43.0
