State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,Literacy_Rate,Male_Literacy_Rate,Sex_Ratio,Female_Literacy_Rate,Literacy_Gender_Gap,Low_Income,Middle_Income,High_Income,Worker_Participation_Rate,Male_Worker_Participation_Rate,Female_Worker_Participation_Rate,Electrification_Rate,Internet_Access_Rate,Computer_Access_Rate,Youth_Population_Percent,Middle_Age_Population_Percent,Senior_Population_Percent,Below_Primary_Education_Rate,Literate_Education_Rate,Illiteracy_Rate
Gujarat,Kheda,22.88765312500002,73.018803515625,483,GUJARAT,2299885,1185727,1114158,1660243,942480,717763,933983,674586,259397,359842,12455,2000884,264482,26629,1403,300,3479,372226,5710,24502,295057,641541,250044,310341,148530,84223,1749234,482078,4252,72.0,79.0,939.6412496299739,64.0,15.0,320,2315,983,41.0,57.0,23.0,16.0,0.0,1.0,55.0,27.0,17.0,13.0,76.0,21.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,GUJARAT,2035064,1056520,978544,1502645,847499,655146,812064,588699,223365,242969,10282,1885732,136431,1954,1082,146,7087,385609,7759,33731,260278,467128,183468,266108,139208,130723,1474304,434497,3648,74.0,80.0,926.1954340665582,67.0,13.0,296,2016,740,40.0,56.0,23.0,19.0,0.0,2.0,55.0,27.0,18.0,13.0,72.0,21.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,GUJARAT,590297,301086,289211,370336,211767,158569,294795,174282,120513,188030,2594,559848,22600,4413,147,80,373,101940,576,4081,76197,146661,58188,52687,28396,14748,380328,192780,979,63.0,70.0,960.5594414884783,55.0,15.0,100,589,125,50.0,58.0,42.0,17.0,0.0,1.0,57.0,27.0,16.0,13.0,64.0,33.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,GUJARAT,1329672,678165,651507,1001909,539471,462438,591834,407881,183953,206608,7173,1225087,78669,5733,2459,601,13386,267679,6726,24397,145678,266733,140235,190861,112460,85041,967020,261956,3256,75.0,80.0,960.6909822830727,71.0,9.0,164,1631,1051,45.0,60.0,28.0,20.0,1.0,2.0,51.0,29.0,19.0,11.0,73.0,20.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,GUJARAT,2390776,1226961,1163815,1440805,858054,582751,1097507,673565,423942,376038,10771,2220974,158513,2863,662,337,5236,398937,3456,19753,255905,601358,205420,283648,139773,71810,1575872,781582,3981,60.0,70.0,948.5346315001048,50.0,20.0,395,2346,562,46.0,55.0,36.0,17.0,0.0,1.0,59.0,25.0,15.0,11.0,66.0,33.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,GUJARAT,1343734,694397,649337,837913,494631,343282,554830,383074,171756,227080,6392,1194745,142797,916,337,66,3602,223424,2231,12870,168990,364667,78731,129584,57494,46355,856932,452891,2199,62.0,71.0,935.1091666582661,53.0,18.0,205,1238,374,41.0,55.0,26.0,17.0,0.0,1.0,59.0,25.0,16.0,13.0,64.0,34.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,GUJARAT,585449,300209,285240,393678,221621,172057,231169,174118,57051,48964,2371,549749,33565,500,248,91,515,117040,1653,5639,50588,150643,71637,63458,25119,22458,389163,137119,1463,67.0,74.0,950.1380704775672,60.0,14.0,74,694,460,39.0,58.0,20.0,20.0,0.0,1.0,54.0,28.0,18.0,9.0,66.0,23.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,GUJARAT,3804558,1974445,1830113,2725056,1514075,1210981,1479050,1159480,319570,214285,23780,3397406,361388,5478,1918,1170,33591,747352,21785,67370,383780,913928,402240,540278,204306,266295,2740751,738660,8498,72.0,77.0,926.8999642937636,66.0,11.0,455,4031,2494,39.0,59.0,17.0,20.0,1.0,2.0,55.0,28.0,17.0,10.0,72.0,19.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,GUJARAT,2428589,1244231,1184358,1578734,918625,660109,1084878,681435,403443,333867,10909,2260560,148563,6375,614,168,11110,438606,5262,25425,214062,597667,211423,333650,198963,110817,1691327,665058,3934,65.0,74.0,951.8795143345569,56.0,18.0,395,2347,540,45.0,55.0,34.0,18.0,0.0,1.0,57.0,26.0,17.0,9.0,70.0,27.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,GUJARAT,6081322,3402224,2679098,4571410,2687468,1883942,2553542,2142819,410723,325739,42040,5260193,660772,21052,5703,12902,112835,1252452,55694,149331,566242,1332690,807021,896927,433651,379505,4495898,942150,16368,75.0,79.0,787.4549118458984,70.0,9.0,712,7398,5164,42.0,63.0,15.0,21.0,1.0,2.0,59.0,29.0,12.0,9.0,74.0,15.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,GUJARAT,1756268,909917,846351,1093626,643221,450405,723500,504038,219462,270861,9518,1620282,109681,1419,512,312,22992,302068,2975,15309,234873,482679,165406,172947,61164,58389,1189959,493427,3227,62.0,71.0,930.1408809814523,53.0,18.0,286,1777,592,41.0,55.0,26.0,17.0,0.0,1.0,59.0,25.0,16.0,13.0,68.0,28.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,GUJARAT,228291,113821,114470,140968,77314,63654,118257,61329,56928,40486,1172,203545,3593,20029,69,32,39,29794,137,1393,43639,59954,17736,14872,7560,3490,149466,91160,325,62.0,68.0,1005.7019354952075,56.0,12.0,43,206,27,52.0,54.0,50.0,13.0,0.0,1.0,64.0,23.0,13.0,19.0,65.0,40.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,GUJARAT,4165626,2153736,2011890,2893080,1614087,1278993,1693473,1233312,460161,570361,17680,3713941,384579,23813,9340,2069,27650,798277,53606,117818,396624,865726,457662,504732,268451,314960,2868332,910219,9753,69.0,75.0,934.1395602803686,64.0,11.0,473,4617,3173,41.0,57.0,23.0,19.0,1.0,3.0,53.0,29.0,18.0,10.0,69.0,22.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,GUJARAT,1705678,887222,818456,1170657,655528,515129,743245,516188,227057,183025,11833,1571147,94034,19661,1589,913,13809,329218,11020,31285,165459,303197,171712,212318,123281,90912,1093866,405928,3316,69.0,74.0,922.4929048197633,63.0,11.0,223,1728,854,44.0,58.0,28.0,19.0,1.0,2.0,55.0,28.0,15.0,10.0,64.0,24.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,HARYANA,1128350,598703,529647,818025,461288,356737,372139,320120,52019,57293,15753,955096,22143,3705,138202,381,4845,199681,12899,32767,89558,170110,161844,163544,97980,91472,793235,222031,2781,72.0,77.0,884.6573342709156,67.0,10.0,100,1113,977,33.0,53.0,10.0,18.0,1.0,3.0,55.0,27.0,18.0,8.0,70.0,20.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,HARYANA,1634445,866672,767773,1069871,643158,426713,623006,430678,192328,103788,14855,1611031,15515,873,2401,254,1016,266244,5292,25236,186145,223049,198307,218631,148995,104875,1093788,459364,3349,65.0,74.0,885.8864714678679,56.0,18.0,150,1384,976,38.0,50.0,25.0,16.0,0.0,2.0,59.0,25.0,16.0,11.0,67.0,28.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,HARYANA,1809733,966110,843623,1272739,734940,537799,579229,476933,102296,29288,32286,1588407,161680,9743,34572,640,4883,333171,43437,82673,137902,220384,198551,282666,178846,259933,1306146,346567,5080,70.0,76.0,873.2163004212771,64.0,12.0,156,2050,1789,32.0,49.0,12.0,18.0,2.0,5.0,61.0,27.0,13.0,8.0,72.0,19.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,HARYANA,942011,495360,446651,557578,327471,230107,369083,263498,105585,97997,6558,779243,8360,996,150969,171,1172,153301,3210,13142,103541,136663,99948,93526,61476,37741,542399,344534,1854,59.0,66.0,901.6694928940568,52.0,14.0,89,774,504,39.0,53.0,24.0,16.0,0.0,1.0,59.0,25.0,16.0,11.0,58.0,37.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,HARYANA,1514432,816690,697742,1111116,638666,472450,544716,432456,112260,27097,18228,1408801,70842,9725,15097,944,7451,305751,67087,102343,126920,177453,175370,219200,150120,233402,1123831,263720,3107,73.0,78.0,854.3535490822711,68.0,10.0,85,1118,1372,36.0,53.0,16.0,20.0,4.0,7.0,58.0,28.0,14.0,8.0,74.0,17.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,HARYANA,1743931,931562,812369,1114311,670200,444111,691621,488321,203300,144213,16097,1701061,21650,1945,12270,334,3620,285004,10132,33400,197303,230074,194595,202792,144626,105346,1093767,505251,3642,64.0,72.0,872.05038419343,55.0,17.0,167,1518,1017,40.0,52.0,25.0,16.0,1.0,2.0,58.0,26.0,15.0,11.0,63.0,29.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,HARYANA,958405,514667,443738,676091,399480,276611,326534,250020,76514,44845,9254,945693,8247,734,1042,105,645,168558,5034,19241,90737,109829,115794,145258,97457,58826,627288,201028,2169,71.0,78.0,862.1846747508583,62.0,16.0,81,859,784,34.0,49.0,17.0,18.0,1.0,2.0,57.0,26.0,17.0,9.0,65.0,21.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,HARYANA,1334152,713006,621146,832758,502049,330709,523422,368277,155145,102071,9114,1276669,23016,889,29103,172,2594,222462,5263,23750,136892,185626,151682,154773,107994,64599,815843,419624,2674,62.0,70.0,871.1651795356561,53.0,17.0,131,1122,708,39.0,52.0,25.0,17.0,0.0,2.0,59.0,25.0,16.0,10.0,61.0,31.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,HARYANA,1074304,571003,503301,646529,385782,260747,373899,292696,81203,85651,9450,974520,8232,1769,87558,265,351,187349,3724,15301,119345,158239,124682,117753,82297,51043,662470,369869,2046,60.0,68.0,881.4331973737442,52.0,16.0,100,855,552,35.0,51.0,16.0,17.0,0.0,1.0,59.0,25.0,16.0,11.0,62.0,34.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,HARYANA,1505324,797712,707612,978013,564516,413497,516062,411646,104416,133723,15311,1341002,31650,2049,126207,532,1516,267223,11163,29253,155839,231354,188040,183590,124790,101387,1004186,429220,3368,65.0,71.0,887.0519686302825,58.0,13.0,146,1388,1002,34.0,52.0,15.0,18.0,1.0,2.0,59.0,25.0,16.0,10.0,67.0,29.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,HARYANA,964655,510976,453679,646893,370828,276065,336780,268556,68224,85890,6726,805175,15970,1943,140395,214,375,171908,7356,21951,94530,145392,118107,120790,81964,71007,642789,266638,2137,67.0,73.0,887.8675319388778,61.0,12.0,83,864,712,35.0,53.0,15.0,18.0,1.0,2.0,57.0,26.0,17.0,10.0,67.0,28.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,HARYANA,922088,486665,435423,630255,380440,249815,338584,232935,105649,38320,7639,913251,5660,301,1737,75,644,135455,2624,13908,94273,135849,126291,132765,94245,60296,654072,245602,1894,68.0,78.0,894.7078585885569,57.0,21.0,80,770,604,37.0,48.0,24.0,15.0,0.0,2.0,57.0,25.0,17.0,10.0,71.0,27.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,HARYANA,561293,299679,261614,405318,229862,175456,211479,164865,46614,12827,9870,490702,23451,2583,40951,1008,1626,103455,18615,32174,45607,73584,60177,69163,48306,83256,388559,119222,1445,72.0,77.0,872.9807560756676,67.0,10.0,42,540,605,38.0,55.0,18.0,18.0,3.0,6.0,55.0,28.0,17.0,8.0,69.0,21.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,HARYANA,1205437,646857,558580,786599,464136,322463,412318,328667,83651,62358,15824,1083936,86622,2261,25064,289,4647,209965,10024,26719,118873,170565,143466,141473,91756,75774,752884,296212,2559,65.0,72.0,863.52934265224,58.0,14.0,91,1035,866,34.0,51.0,15.0,17.0,1.0,2.0,61.0,25.0,14.0,10.0,62.0,25.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,HARYANA,900332,474335,425997,636947,375453,261494,337727,235326,102401,28215,9782,889133,5713,701,1804,202,1525,152651,5121,18092,81280,120860,122617,139646,95807,65143,635173,206827,1979,71.0,79.0,898.0931198414622,61.0,18.0,72,780,727,38.0,50.0,24.0,17.0,1.0,2.0,58.0,26.0,17.0,9.0,71.0,23.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,HARYANA,1061204,568479,492725,747582,436025,311557,345967,272646,73321,36568,8521,1043887,8185,732,3916,200,3491,193120,8482,27225,117097,150903,140782,168499,109596,100346,808357,248795,2299,70.0,77.0,866.7426589196787,63.0,14.0,77,909,852,33.0,48.0,15.0,18.0,1.0,3.0,57.0,25.0,17.0,11.0,76.0,23.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,HARYANA,1295189,682582,612607,782897,456968,325929,502003,369462,132541,147042,11952,940255,9524,2186,338962,370,2256,215527,6287,22706,141766,201349,153263,134559,83373,61620,792628,412353,2681,60.0,67.0,897.4848443117456,53.0,14.0,113,1107,803,39.0,54.0,22.0,17.0,0.0,2.0,58.0,26.0,16.0,11.0,61.0,32.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,HIMACHAL PRADESH,519080,261320,257760,323842,186064,137778,294035,158791,135244,9193,4521,479782,32455,1559,2745,1740,57,96082,1615,5117,56272,96789,67653,64515,40440,15506,344427,154575,950,62.0,71.0,986.3768559620388,53.0,18.0,118,498,207,57.0,61.0,52.0,19.0,0.0,1.0,59.0,25.0,16.0,11.0,66.0,30.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,HIMACHAL PRADESH,454768,217070,237698,358091,180555,177536,241931,118724,123207,8824,3347,449412,3711,243,591,95,293,104120,2521,7525,37327,71107,72114,91184,64363,35620,376978,72551,878,79.0,83.0,1095.0292532362832,75.0,8.0,95,455,224,53.0,55.0,52.0,23.0,1.0,2.0,49.0,27.0,23.0,8.0,83.0,16.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,UTTAR PRADESH,1104285,593537,510748,653299,408125,245174,443655,308527,135128,181449,19876,1010014,91269,814,196,74,41,55929,1196,11037,159593,238344,211029,103334,59914,59612,835920,364848,1291,59.0,69.0,860.5158566357278,48.0,21.0,240,738,240,40.0,52.0,26.0,5.0,0.0,1.0,60.0,24.0,16.0,14.0,76.0,33.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,HIMACHAL PRADESH,454768,217070,237698,358091,180555,177536,241931,118724,123207,8824,3347,449412,3711,243,591,95,293,104120,2521,7525,37327,71107,72114,91184,64363,35620,376978,72551,878,79.0,83.0,1095.0292532362832,75.0,8.0,95,455,224,53.0,55.0,52.0,23.0,1.0,2.0,49.0,27.0,23.0,8.0,83.0,16.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,UTTAR PRADESH,1104285,593537,510748,653299,408125,245174,443655,308527,135128,181449,19876,1010014,91269,814,196,74,41,55929,1196,11037,159593,238344,211029,103334,59914,59612,835920,364848,1291,59.0,69.0,860.5158566357278,48.0,21.0,240,738,240,40.0,52.0,26.0,5.0,0.0,1.0,60.0,24.0,16.0,14.0,76.0,33.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,HIMACHAL PRADESH,1510075,750591,759484,1152640,606443,546197,675170,403756,271414,54849,15662,1461140,19797,3023,8929,14511,194,330081,8053,22753,127699,243617,223099,284124,192936,91236,1176288,271892,2878,76.0,81.0,1011.8479971116094,72.0,9.0,317,1506,722,45.0,54.0,36.0,22.0,1.0,2.0,51.0,28.0,21.0,8.0,78.0,18.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,HIMACHAL PRADESH,84121,46249,37872,60699,36697,24002,56273,33863,22410,2537,944,64732,448,485,249,18086,29,17865,354,2563,9400,13749,11437,11140,7871,5118,59428,16944,181,72.0,79.0,818.8717593893922,63.0,16.0,21,96,44,67.0,73.0,59.0,21.0,0.0,3.0,50.0,32.0,18.0,11.0,71.0,20.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,HIMACHAL PRADESH,437903,225452,212451,307672,174550,133122,269084,148829,120255,12372,2707,415669,2974,1568,1396,15377,94,91322,2623,7010,48384,77363,61854,58122,39081,23168,310349,103136,854,70.0,77.0,942.3336231215513,63.0,14.0,98,444,205,61.0,66.0,57.0,21.0,1.0,2.0,56.0,28.0,17.0,11.0,71.0,24.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,HIMACHAL PRADESH,999777,498065,501712,723747,393669,330078,572671,297464,275207,15822,7134,981412,9460,876,4081,2628,43,214491,5333,16401,100052,159043,132147,180188,128549,54139,763468,218570,1842,72.0,79.0,1007.3223374459157,66.0,13.0,233,966,398,57.0,60.0,55.0,21.0,1.0,2.0,52.0,28.0,19.0,10.0,76.0,22.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,HIMACHAL PRADESH,814010,425039,388971,612642,342846,269796,430926,258628,172298,26114,7967,791449,11810,2025,4047,3262,185,172754,9177,24127,69967,113536,113305,141490,95341,80414,623801,137576,1668,75.0,81.0,915.1419046252227,69.0,12.0,156,812,486,53.0,61.0,44.0,21.0,1.0,3.0,52.0,30.0,18.0,9.0,77.0,17.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,HIMACHAL PRADESH,529855,276289,253566,362645,205617,157028,280083,169399,110684,10730,5313,476830,33215,577,15501,2645,236,91509,2220,8593,57853,100123,78103,67080,38282,23352,368841,140486,930,68.0,74.0,917.7564072402448,62.0,12.0,124,483,182,53.0,61.0,44.0,17.0,0.0,2.0,59.0,26.0,16.0,11.0,70.0,27.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,HIMACHAL PRADESH,580320,308754,271566,428578,244372,184206,298737,190001,108736,10283,4969,548579,14678,1452,13926,574,591,119866,5250,14478,50331,89407,83992,95232,59363,36803,423408,104084,1253,74.0,79.0,879.5545968635224,68.0,11.0,116,624,348,51.0,62.0,40.0,21.0,1.0,2.0,55.0,29.0,16.0,9.0,73.0,18.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,HIMACHAL PRADESH,521173,263692,257481,399715,213281,186434,215346,141612,73734,19604,3427,480138,14275,390,26009,56,70,105929,2412,8238,51838,87913,81256,105204,60626,32120,424468,87735,987,77.0,81.0,976.4460051878707,72.0,9.0,108,511,247,41.0,54.0,29.0,20.0,0.0,2.0,52.0,27.0,20.0,10.0,81.0,17.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,JAMMU AND KASHMIR,409936,213641,196295,219083,138620,80463,151912,101144,50768,12199,1932,187621,220614,472,422,21,22,61831,596,3077,43794,47350,62719,48359,31416,12647,248131,163565,1103,53.0,65.0,918.8077194920451,41.0,24.0,247,566,196,37.0,47.0,26.0,15.0,0.0,1.0,64.0,23.0,13.0,11.0,61.0,40.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,JAMMU AND KASHMIR,1529958,813821,716137,1137135,641916,495219,508622,417456,91166,36873,10589,1289240,107489,12104,114272,470,1987,294739,19905,46657,135391,185962,253542,261852,159257,146501,1173121,268279,3525,74.0,79.0,879.9686909037737,69.0,10.0,404,1509,1061,33.0,51.0,13.0,19.0,1.0,3.0,53.0,28.0,18.0,9.0,77.0,18.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,JAMMU AND KASHMIR,140802,77785,63017,86236,56301,29935,51873,39839,12034,3763,1222,10341,108239,604,1171,20126,28,15824,235,1005,12732,19083,20874,16938,9826,3077,82938,39854,214,61.0,72.0,810.1433438323584,48.0,24.0,39,114,37,37.0,51.0,19.0,11.0,0.0,1.0,62.0,25.0,12.0,9.0,59.0,28.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,JAMMU AND KASHMIR,616435,326109,290326,389204,228499,160705,200431,161548,38883,21566,3952,540063,64234,1828,9551,24,16,109422,1443,6112,69396,82715,106411,91522,47694,24330,426572,181297,936,63.0,70.0,890.2728842196934,55.0,15.0,139,514,151,33.0,50.0,13.0,18.0,0.0,1.0,58.0,26.0,16.0,11.0,69.0,29.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,JAMMU AND KASHMIR,560440,293064,267376,293958,178326,115632,188420,138428,49992,34080,10615,13840,535159,1109,9440,35,6,73629,1537,5293,36201,54808,73991,67368,40931,31286,310482,190369,1068,52.0,61.0,912.3467911445964,43.0,18.0,213,549,199,34.0,47.0,19.0,13.0,0.0,1.0,61.0,24.0,14.0,6.0,55.0,34.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,JAMMU AND KASHMIR,476835,251899,224936,261724,163333,98391,161393,117677,43716,31583,3930,32604,431279,958,11188,83,10,62900,346,3342,55762,72024,69219,46062,29517,13962,288430,164044,629,55.0,65.0,892.9610677295266,44.0,21.0,117,346,97,34.0,47.0,19.0,13.0,0.0,1.0,64.0,23.0,13.0,12.0,60.0,34.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,JAMMU AND KASHMIR,1236829,651124,585705,748584,431746,316838,407188,333151,74037,10408,20095,42540,1177342,2746,12187,285,74,165403,16413,33831,88911,173309,178723,176409,132727,121856,904049,310225,3099,61.0,66.0,899.5291219491219,54.0,12.0,251,1095,1144,33.0,51.0,13.0,13.0,1.0,3.0,56.0,28.0,15.0,7.0,73.0,25.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,JAMMU AND KASHMIR,554985,296784,258201,322354,197543,124811,243672,163845,79827,11396,2641,489044,59771,1962,3418,106,57,73999,1214,5744,58567,80129,86008,55024,29657,17345,330760,194838,1278,58.0,67.0,869.9963609898108,48.0,19.0,218,663,231,44.0,55.0,31.0,13.0,0.0,1.0,61.0,25.0,13.0,11.0,60.0,35.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,JHARKHAND,2062330,1072807,989523,1273520,759088,514432,685368,507677,177691,126406,21671,1636460,241451,13730,4174,1890,2045,274726,9754,37997,242467,338861,342646,232434,154076,116396,1448037,595924,3604,62.0,71.0,922.3681426388903,52.0,19.0,539,2085,660,33.0,47.0,18.0,13.0,0.0,2.0,61.0,25.0,14.0,12.0,70.0,29.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,JHARKHAND,1042886,533935,508951,510061,303902,206159,397690,251213,146477,188513,14210,903179,116710,6565,888,35,129,27037,590,9115,200861,161729,102033,63670,35342,21697,587378,467975,817,49.0,57.0,953.2077874647663,41.0,16.0,230,506,71,38.0,47.0,29.0,3.0,0.0,1.0,66.0,21.0,12.0,19.0,56.0,45.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,JHARKHAND,1492073,775022,717051,793538,489837,303701,551467,383691,167776,209693,39361,1165140,302626,6027,143,188,282,130193,1944,13550,217460,266292,190171,96331,54419,43979,875351,635544,1267,53.0,63.0,925.2008330086113,42.0,21.0,329,772,131,37.0,50.0,23.0,9.0,0.0,1.0,63.0,23.0,14.0,15.0,59.0,43.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,JHARKHAND,2684487,1405956,1278531,1722204,1014950,707254,844504,658851,185653,103488,25889,2149480,431762,11243,9727,331,1268,427173,11568,46646,317918,501453,449506,305054,186697,107382,1882625,662522,3954,64.0,72.0,909.3677184776764,55.0,17.0,529,2271,782,31.0,47.0,15.0,16.0,0.0,2.0,61.0,24.0,13.0,12.0,70.0,25.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,JHARKHAND,1321442,668514,652928,672409,406275,266134,624779,367108,257671,303084,23106,1044726,106865,86404,234,267,162,62110,1193,10396,229157,229259,149009,69525,38383,25593,743623,601078,1323,51.0,61.0,976.6856041907873,41.0,20.0,376,818,112,47.0,55.0,39.0,5.0,0.0,1.0,60.0,25.0,15.0,17.0,56.0,45.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,JHARKHAND,1322784,683575,639209,653476,405161,248315,571431,335451,235980,328673,14487,1104475,194680,17168,123,371,20,29373,565,8881,207665,195565,147446,87844,46882,28144,716376,557852,1017,49.0,59.0,935.097099806166,39.0,20.0,321,629,59,43.0,49.0,37.0,2.0,0.0,1.0,65.0,21.0,13.0,16.0,54.0,42.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,JHARKHAND,2445474,1258098,1187376,1253475,783736,469739,1036277,623946,412331,362610,32544,1856202,508586,14645,937,650,1503,125431,1944,19976,503261,443980,261309,146464,77540,55122,1496125,1047685,2384,51.0,62.0,943.7865730650553,40.0,22.0,613,1469,254,42.0,50.0,35.0,5.0,0.0,1.0,65.0,22.0,13.0,21.0,61.0,43.0
Jharkhand,Godda,24.8189,87.2941735483871,351,JHARKHAND,1313551,677927,635624,604519,376212,228307,552191,344019,208172,307767,18719,937126,289182,37795,97,128,115,43230,874,11925,217607,190777,126766,79430,47395,30870,696847,653464,1057,46.0,55.0,937.5994760497812,36.0,19.0,299,657,93,42.0,51.0,33.0,3.0,0.0,1.0,62.0,23.0,14.0,17.0,53.0,50.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,JHARKHAND,1025213,514390,510823,559720,321795,237925,487508,264774,222734,97918,12771,309563,51429,202449,221,531,23,31687,831,7807,136719,242580,182260,82114,45613,23742,715941,322119,849,55.0,63.0,993.0655728144015,47.0,16.0,242,525,72,48.0,51.0,44.0,3.0,0.0,1.0,63.0,22.0,15.0,13.0,70.0,31.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,JHARKHAND,791042,404830,386212,426312,258260,168052,326631,214740,111891,135667,11547,550560,164406,4419,520,118,783,49419,808,4959,131150,132014,85745,40613,22995,14802,428897,366012,540,54.0,64.0,954.01032532174,44.0,20.0,150,335,49,41.0,53.0,29.0,6.0,0.0,1.0,61.0,24.0,15.0,17.0,54.0,46.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,JHARKHAND,726978,369666,357312,350682,209706,140976,313379,180106,133273,142729,9205,473049,69808,47653,120,128,16,38194,340,6240,109491,121529,88787,46142,23885,13956,404807,349277,547,48.0,57.0,966.5806430669847,39.0,18.0,146,338,56,43.0,49.0,37.0,5.0,0.0,1.0,67.0,21.0,12.0,15.0,56.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,JHARKHAND,461790,232629,229161,259707,149568,110139,221332,121605,99727,80840,4449,112378,95012,16770,51,33,15,28769,351,2954,82873,84920,63545,38503,21987,13847,306651,188323,388,56.0,64.0,985.0921424242034,48.0,16.0,108,236,33,48.0,52.0,44.0,6.0,0.0,1.0,65.0,22.0,13.0,18.0,66.0,41.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,JHARKHAND,900422,452661,447761,352881,206989,145892,404584,234012,170572,150028,19471,410127,322963,75865,356,283,222,31414,328,4535,100367,133770,79045,29934,15700,9822,370163,548434,691,39.0,46.0,989.1751222217068,33.0,13.0,212,426,43,45.0,52.0,38.0,3.0,0.0,1.0,65.0,23.0,12.0,11.0,41.0,61.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,JHARKHAND,1939869,1006302,933567,1024563,621706,402857,713175,473042,240133,380976,19911,1683169,238295,6164,734,188,284,68238,2155,19981,303053,296937,231565,160964,100290,63595,1163521,803424,1515,53.0,62.0,927.720505375126,43.0,19.0,411,937,146,37.0,47.0,26.0,4.0,0.0,1.0,64.0,22.0,14.0,16.0,60.0,41.0
